Time,Longitude,Latitude,CW Channel,CW RSSI (dB)
2023-10-10T02:24:58.253,,,44690,-117.12
2023-10-10T02:24:58.262,,,45290,-116.4
2023-10-10T02:24:58.265,,,44790,-117.26
2023-10-10T02:24:58.272,,,44940,-118.16
2023-10-10T02:24:58.278,,,45540,-117.12
2023-10-10T02:24:58.284,,,45090,-117.53
2023-10-10T02:24:58.287,,,45340,-117.56
2023-10-10T02:24:58.293,,,44640,-118.12
2023-10-10T02:24:58.361,,,44740,-117.24
2023-10-10T02:24:58.363,,,45140,-116.55
2023-10-10T02:24:58.495,,,45390,-116.57
2023-10-10T02:24:58.504,,,44590,-117.79
2023-10-10T02:24:58.507,,,45440,-117.24
2023-10-10T02:24:58.509,,,44990,-117.03
2023-10-10T02:24:58.513,,,44840,-117.53
2023-10-10T02:24:58.516,,,45490,-115.6
2023-10-10T02:24:58.518,,,45190,-117.42
2023-10-10T02:24:58.521,,,44890,-117.68
2023-10-10T02:24:58.524,,,45040,-117.43
2023-10-10T02:24:58.527,,,45240,-117.49
2023-10-10T02:24:58.528,,,44690,-117.63
2023-10-10T02:24:58.536,,,45290,-117.54
2023-10-10T02:24:58.539,,,44790,-115.93
2023-10-10T02:24:58.544,,,44940,-117.65
2023-10-10T02:24:58.545,,,45540,-116.18
2023-10-10T02:24:58.547,,,45090,-117.51
2023-10-10T02:24:58.550,,,45340,-116.35
2023-10-10T02:24:58.553,,,44640,-117.63
2023-10-10T02:24:58.555,,,44740,-116.83
2023-10-10T02:24:58.556,,,45140,-117.89
2023-10-10T02:24:58.558,,,45390,-116.45
2023-10-10T02:24:58.561,,,44590,-118.8
2023-10-10T02:24:58.566,,,45440,-115.91
2023-10-10T02:24:58.567,,,44990,-116.29
2023-10-10T02:24:58.568,,,44840,-116.65
2023-10-10T02:24:58.572,,,45490,-115.09
2023-10-10T02:24:58.576,,,45190,-117.37
2023-10-10T02:24:58.578,,,44890,-117.63
2023-10-10T02:24:58.580,,,45040,-117.14
2023-10-10T02:24:58.584,,,45240,-118.55
2023-10-10T02:24:58.586,,,44690,-117.85
2023-10-10T02:24:58.589,,,45290,-117.32
2023-10-10T02:24:58.591,,,44790,-117.58
2023-10-10T02:24:58.661,,,44940,-117.19
2023-10-10T02:24:58.663,,,45540,-116.12
2023-10-10T02:24:58.730,,,45090,-115.86
2023-10-10T02:24:58.733,,,45340,-116.83
2023-10-10T02:24:58.800,,,44640,-117.51
2023-10-10T02:24:58.803,,,44740,-117.9
2023-10-10T02:24:58.871,,,45140,-117.23
2023-10-10T02:24:58.874,,,45390,-116.38
2023-10-10T02:24:58.940,,,44590,-117.47
2023-10-10T02:24:59.011,,,45440,-115.83
2023-10-10T02:24:59.014,,,44990,-117.34
2023-10-10T02:24:59.049,,,44840,-116.37
2023-10-10T02:24:59.051,,,45490,-117.06
2023-10-10T02:24:59.056,,,45190,-117.68
2023-10-10T02:24:59.062,,,44890,-117.66
2023-10-10T02:24:59.064,,,45040,-116.87
2023-10-10T02:24:59.066,,,45240,-118.02
2023-10-10T02:24:59.069,,,44690,-116.9
2023-10-10T02:24:59.071,,,45290,-115.98
2023-10-10T02:24:59.074,,,44790,-117.02
2023-10-10T02:24:59.076,,,44940,-116.77
2023-10-10T02:24:59.078,,,45540,-115.88
2023-10-10T02:24:59.079,,,45090,-116.78
2023-10-10T02:24:59.081,,,45340,-117.37
2023-10-10T02:24:59.083,,,44640,-117.78
2023-10-10T02:24:59.086,,,44740,-117.34
2023-10-10T02:24:59.090,,,45140,-117.61
2023-10-10T02:24:59.095,,,45390,-116.96
2023-10-10T02:24:59.096,,,44590,-116.45
2023-10-10T02:24:59.097,,,45440,-115.85
2023-10-10T02:24:59.100,,,44990,-118.09
2023-10-10T02:24:59.101,,,44840,-117.32
2023-10-10T02:24:59.105,,,45490,-115.97
2023-10-10T02:24:59.106,,,45190,-117.6
2023-10-10T02:24:59.110,,,44890,-117.43
2023-10-10T02:24:59.113,,,45040,-116.39
2023-10-10T02:24:59.116,,,45240,-117.49
2023-10-10T02:24:59.118,,,44690,-116.88
2023-10-10T02:24:59.121,,,45290,-117.3
2023-10-10T02:24:59.124,,,44790,-118.46
2023-10-10T02:24:59.125,,,44940,-116.31
2023-10-10T02:24:59.130,,,45540,-116.43
2023-10-10T02:24:59.133,,,45090,-118.32
2023-10-10T02:24:59.138,,,45340,-118.14
2023-10-10T02:24:59.139,,,44640,-117.97
2023-10-10T02:24:59.140,,,44740,-117.05
2023-10-10T02:24:59.146,,,45140,-117.23
2023-10-10T02:24:59.151,,,45390,-118.07
2023-10-10T02:24:59.154,,,44590,-117.8
2023-10-10T02:24:59.157,,,45440,-115.91
2023-10-10T02:24:59.160,,,44990,-117.8
2023-10-10T02:24:59.163,,,44840,-116.08
2023-10-10T02:24:59.165,,,45490,-116.22
2023-10-10T02:24:59.168,,,45190,-118.03
2023-10-10T02:24:59.176,,,44890,-116.65
2023-10-10T02:24:59.178,,,45040,-117.02
2023-10-10T02:24:59.180,,,45240,-117.26
2023-10-10T02:24:59.182,,,44690,-116.82
2023-10-10T02:24:59.184,,,45290,-116.37
2023-10-10T02:24:59.187,,,44790,-117.06
2023-10-10T02:24:59.190,,,44940,-117.59
2023-10-10T02:24:59.192,,,45540,-116.3
2023-10-10T02:24:59.195,,,45090,-117.2
2023-10-10T02:24:59.196,,,45340,-117.03
2023-10-10T02:24:59.199,,,44640,-118.01
2023-10-10T02:24:59.202,,,44740,-117.63
2023-10-10T02:24:59.204,,,45140,-117.81
2023-10-10T02:24:59.208,,,45390,-116.52
2023-10-10T02:24:59.211,,,44590,-117.96
2023-10-10T02:24:59.213,,,45440,-116.63
2023-10-10T02:24:59.216,,,44990,-116.93
2023-10-10T02:24:59.219,,,44840,-118.1
2023-10-10T02:24:59.221,,,45490,-117.16
2023-10-10T02:24:59.223,,,45190,-118.23
2023-10-10T02:24:59.226,,,44890,-117.77
2023-10-10T02:24:59.230,,,45040,-117.79
2023-10-10T02:24:59.233,,,45240,-117.69
2023-10-10T02:24:59.235,,,44690,-117.83
2023-10-10T02:24:59.238,,,45290,-117.27
2023-10-10T02:24:59.242,,,44790,-117.82
2023-10-10T02:24:59.244,,,44940,-116.98
2023-10-10T02:24:59.251,,,45540,-117.16
2023-10-10T02:24:59.254,,,45090,-116.67
2023-10-10T02:24:59.258,,,45340,-115.55
2023-10-10T02:24:59.261,,,44640,-118.44
2023-10-10T02:24:59.263,,,44740,-117.09
2023-10-10T02:24:59.267,,,45140,-118.28
2023-10-10T02:24:59.269,,,45390,-116.85
2023-10-10T02:24:59.271,,,44590,-117.18
2023-10-10T02:24:59.274,,,45440,-115.99
2023-10-10T02:24:59.290,,,44990,-118.28
2023-10-10T02:24:59.291,,,44840,-116.54
2023-10-10T02:24:59.292,,,45490,-117.22
2023-10-10T02:24:59.294,,,45190,-117.02
2023-10-10T02:24:59.307,,,44890,-116.66
2023-10-10T02:24:59.308,,,45040,-117.55
2023-10-10T02:24:59.309,,,45240,-117.3
2023-10-10T02:24:59.310,,,44690,-116.68
2023-10-10T02:24:59.311,,,45290,-116.69
2023-10-10T02:24:59.311,,,44790,-117.3
2023-10-10T02:24:59.312,,,44940,-117.69
2023-10-10T02:24:59.313,,,45540,-116.49
2023-10-10T02:24:59.314,,,45090,-118.05
2023-10-10T02:24:59.315,,,45340,-116.61
2023-10-10T02:24:59.317,,,44640,-117.13
2023-10-10T02:24:59.319,,,44740,-116.83
2023-10-10T02:24:59.321,,,45140,-117.98
2023-10-10T02:24:59.325,,,45390,-117.69
2023-10-10T02:24:59.327,,,44590,-116.96
2023-10-10T02:24:59.330,,,45440,-117.56
2023-10-10T02:24:59.331,,,44990,-117.63
2023-10-10T02:24:59.335,,,44840,-116.99
2023-10-10T02:24:59.339,,,45490,-116.12
2023-10-10T02:24:59.341,,,45190,-118.31
2023-10-10T02:24:59.343,,,44890,-116.38
2023-10-10T02:24:59.347,,,45040,-117.38
2023-10-10T02:24:59.353,,,45240,-116.5
2023-10-10T02:24:59.355,,,44690,-117
2023-10-10T02:24:59.358,,,45290,-116.83
2023-10-10T02:24:59.362,,,44790,-117.51
2023-10-10T02:24:59.364,,,44940,-116.06
2023-10-10T02:24:59.366,,,45540,-115.7
2023-10-10T02:24:59.368,,,45090,-118.25
2023-10-10T02:24:59.372,,,45340,-117.02
2023-10-10T02:24:59.374,,,44640,-116.46
2023-10-10T02:24:59.379,,,44740,-118
2023-10-10T02:24:59.380,,,45140,-116.5
2023-10-10T02:24:59.385,,,45390,-116.64
2023-10-10T02:24:59.386,,,44590,-117.36
2023-10-10T02:24:59.389,,,45440,-115.93
2023-10-10T02:24:59.392,,,44990,-117.44
2023-10-10T02:24:59.395,,,44840,-117.43
2023-10-10T02:24:59.398,,,45490,-116.11
2023-10-10T02:24:59.401,,,45190,-116.37
2023-10-10T02:24:59.403,,,44890,-117.63
2023-10-10T02:24:59.407,,,45040,-118.12
2023-10-10T02:24:59.409,,,45240,-117.19
2023-10-10T02:24:59.412,,,44690,-118.11
2023-10-10T02:24:59.414,,,45290,-116.41
2023-10-10T02:24:59.418,,,44790,-116.66
2023-10-10T02:24:59.423,,,44940,-117.07
2023-10-10T02:24:59.429,,,45540,-115.84
2023-10-10T02:24:59.433,,,45090,-118.02
2023-10-10T02:24:59.435,,,45340,-117.88
2023-10-10T02:24:59.438,,,44640,-117.9
2023-10-10T02:24:59.440,,,44740,-117.65
2023-10-10T02:24:59.443,,,45140,-117.85
2023-10-10T02:24:59.445,,,45390,-116.69
2023-10-10T02:24:59.446,,,44590,-117.8
2023-10-10T02:24:59.448,,,45440,-118
2023-10-10T02:24:59.449,,,44990,-117.99
2023-10-10T02:24:59.456,,,44840,-117.83
2023-10-10T02:24:59.459,,,45490,-117.17
2023-10-10T02:24:59.461,,,45190,-116.25
2023-10-10T02:24:59.465,,,44890,-118.22
2023-10-10T02:24:59.468,,,45040,-116.13
2023-10-10T02:24:59.471,,,45240,-117.59
2023-10-10T02:24:59.474,,,44690,-117.79
2023-10-10T02:24:59.476,,,45290,-118
2023-10-10T02:24:59.479,,,44790,-117.18
2023-10-10T02:24:59.483,,,44940,-117.06
2023-10-10T02:24:59.485,,,45540,-115.31
2023-10-10T02:24:59.489,,,45090,-117.3
2023-10-10T02:24:59.492,,,45340,-117.56
2023-10-10T02:24:59.495,,,44640,-118.22
2023-10-10T02:24:59.497,,,44740,-118.15
2023-10-10T02:24:59.499,,,45140,-117.06
2023-10-10T02:24:59.501,,,45390,-116.21
2023-10-10T02:24:59.503,,,44590,-117.56
2023-10-10T02:24:59.507,,,45440,-117.25
2023-10-10T02:24:59.510,,,44990,-117.16
2023-10-10T02:24:59.513,,,44840,-117.44
2023-10-10T02:24:59.517,,,45490,-116.46
2023-10-10T02:24:59.518,,,45190,-116.1
2023-10-10T02:24:59.521,,,44890,-116.85
2023-10-10T02:24:59.523,,,45040,-117.95
2023-10-10T02:24:59.527,,,45240,-117.5
2023-10-10T02:24:59.530,,,44690,-117.14
2023-10-10T02:24:59.533,,,45290,-117.28
2023-10-10T02:24:59.536,,,44790,-117.49
2023-10-10T02:24:59.538,,,44940,-117.59
2023-10-10T02:24:59.541,,,45540,-115.74
2023-10-10T02:24:59.544,,,45090,-117.18
2023-10-10T02:24:59.546,,,45340,-116.92
2023-10-10T02:24:59.549,,,44640,-117.29
2023-10-10T02:24:59.551,,,44740,-118.01
2023-10-10T02:24:59.556,,,45140,-117.23
2023-10-10T02:24:59.558,,,45390,-116.72
2023-10-10T02:24:59.561,,,44590,-117.86
2023-10-10T02:24:59.562,,,45440,-117.04
2023-10-10T02:24:59.566,,,44990,-117.71
2023-10-10T02:24:59.569,,,44840,-117.43
2023-10-10T02:24:59.571,,,45490,-115.99
2023-10-10T02:24:59.577,,,45190,-116.7
2023-10-10T02:24:59.581,,,44890,-117.58
2023-10-10T02:24:59.587,,,45040,-117.75
2023-10-10T02:24:59.592,,,45240,-117
2023-10-10T02:24:59.598,,,44690,-117.26
2023-10-10T02:24:59.605,,,45290,-118.38
2023-10-10T02:24:59.611,,,44790,-117.32
2023-10-10T02:24:59.615,,,44940,-117.22
2023-10-10T02:24:59.622,,,45540,-116.69
2023-10-10T02:24:59.627,,,45090,-117.36
2023-10-10T02:24:59.633,,,45340,-117.64
2023-10-10T02:24:59.638,,,44640,-118.59
2023-10-10T02:24:59.646,,,44740,-116.42
2023-10-10T02:24:59.649,,,45140,-117.45
2023-10-10T02:24:59.658,,,45390,-115.66
2023-10-10T02:24:59.660,,,44590,-117.93
2023-10-10T02:24:59.668,,,45440,-117.03
2023-10-10T02:24:59.672,,,44990,-117.55
2023-10-10T02:24:59.678,,,44840,-117.33
2023-10-10T02:24:59.683,,,45490,-115.83
2023-10-10T02:24:59.689,,,45190,-118.18
2023-10-10T02:24:59.695,,,44890,-116.55
2023-10-10T02:24:59.701,,,45040,-118.12
2023-10-10T02:24:59.706,,,45240,-117.82
2023-10-10T02:24:59.712,,,44690,-117.08
2023-10-10T02:24:59.717,,,45290,-116.95
2023-10-10T02:24:59.722,,,44790,-116.64
2023-10-10T02:24:59.728,,,44940,-117.5
2023-10-10T02:24:59.733,,,45540,-115.87
2023-10-10T02:24:59.740,,,45090,-116.72
2023-10-10T02:24:59.745,,,45340,-117.46
2023-10-10T02:24:59.752,,,44640,-118.05
2023-10-10T02:24:59.760,,,44740,-117.1
2023-10-10T02:24:59.763,,,45140,-116.84
2023-10-10T02:24:59.769,,,45390,-116.38
2023-10-10T02:24:59.777,,,44590,-116.76
2023-10-10T02:24:59.779,,,45440,-116.41
2023-10-10T02:24:59.785,,,44990,-118.01
2023-10-10T02:24:59.790,,,44840,-117.15
2023-10-10T02:24:59.796,,,45490,-115.99
2023-10-10T02:24:59.821,,,45190,-117.54
2023-10-10T02:24:59.825,,,44890,-117.97
2023-10-10T02:24:59.828,,,45040,-116.94
2023-10-10T02:24:59.830,,,45240,-117.75
2023-10-10T02:24:59.835,,,44690,-117.79
2023-10-10T02:24:59.838,,,45290,-117.03
2023-10-10T02:24:59.841,,,44790,-117.65
2023-10-10T02:24:59.843,,,44940,-117.38
2023-10-10T02:24:59.846,,,45540,-115.33
2023-10-10T02:24:59.854,,,45090,-117.56
2023-10-10T02:24:59.857,,,45340,-118.18
2023-10-10T02:24:59.866,,,44640,-117.55
2023-10-10T02:24:59.868,,,44740,-115.75
2023-10-10T02:24:59.875,,,45140,-117.74
2023-10-10T02:24:59.880,,,45390,-117.35
2023-10-10T02:24:59.885,,,44590,-116.74
2023-10-10T02:24:59.891,,,45440,-115.58
2023-10-10T02:24:59.900,,,44990,-116.76
2023-10-10T02:24:59.902,,,44840,-117.22
2023-10-10T02:24:59.910,,,45490,-114.55
2023-10-10T02:24:59.913,,,45190,-117.78
2023-10-10T02:24:59.919,,,44890,-117.37
2023-10-10T02:24:59.925,,,45040,-117.2
2023-10-10T02:24:59.929,,,45240,-116.69
2023-10-10T02:24:59.936,,,44690,-116.81
2023-10-10T02:24:59.941,,,45290,-116.96
2023-10-10T02:24:59.951,,,44790,-116.82
2023-10-10T02:24:59.956,,,44940,-116.78
2023-10-10T02:24:59.958,,,45540,-116.82
2023-10-10T02:24:59.964,,,45090,-117.75
2023-10-10T02:24:59.970,,,45340,-118.09
2023-10-10T02:24:59.974,,,44640,-117.35
2023-10-10T02:24:59.981,,,44740,-118
2023-10-10T02:24:59.986,,,45140,-116.44
2023-10-10T02:24:59.993,,,45390,-115.83
2023-10-10T02:24:59.998,,,44590,-117.22
2023-10-10T02:25:00.003,,,45440,-116.48
2023-10-10T02:25:00.009,,,44990,-117.43
2023-10-10T02:25:00.017,,,44840,-116.6
2023-10-10T02:25:00.019,,,45490,-116.39
2023-10-10T02:25:00.027,,,45190,-117.89
2023-10-10T02:25:00.030,,,44890,-117.33
2023-10-10T02:25:00.041,,,45040,-116.88
2023-10-10T02:25:00.042,,,45240,-117.56
2023-10-10T02:25:00.047,,,44690,-117.7
2023-10-10T02:25:00.053,,,45290,-118.51
2023-10-10T02:25:00.059,,,44790,-118.2
2023-10-10T02:25:00.071,,,44940,-117.51
2023-10-10T02:25:00.075,,,45540,-115.87
2023-10-10T02:25:00.076,,,45090,-115.95
2023-10-10T02:25:00.085,,,45340,-117.75
2023-10-10T02:25:00.091,,,44640,-118.13
2023-10-10T02:25:00.094,,,44740,-117.91
2023-10-10T02:25:00.098,,,45140,-116.87
2023-10-10T02:25:00.104,,,45390,-117.41
2023-10-10T02:25:00.108,,,44590,-117.23
2023-10-10T02:25:00.115,,,45440,-116.58
2023-10-10T02:25:00.119,,,44990,-117.25
2023-10-10T02:25:00.126,,,44840,-117.5
2023-10-10T02:25:00.130,,,45490,-116.54
2023-10-10T02:25:00.149,,,45190,-118.33
2023-10-10T02:25:00.152,,,44890,-117.51
2023-10-10T02:25:00.159,,,45040,-116.96
2023-10-10T02:25:00.160,,,45240,-117.47
2023-10-10T02:25:00.163,,,44690,-117.5
2023-10-10T02:25:00.166,,,45290,-117.3
2023-10-10T02:25:00.180,,,44790,-115.7
2023-10-10T02:25:00.184,,,44940,-116.52
2023-10-10T02:25:00.187,,,45540,-115.98
2023-10-10T02:25:00.200,,,45090,-117.79
2023-10-10T02:25:00.202,,,45340,-117.47
2023-10-10T02:25:00.204,,,44640,-116.96
2023-10-10T02:25:00.207,,,44740,-117.94
2023-10-10T02:25:00.210,,,45140,-116.84
2023-10-10T02:25:00.215,,,45390,-116.46
2023-10-10T02:25:00.222,,,44590,-118.47
2023-10-10T02:25:00.227,,,45440,-117.11
2023-10-10T02:25:00.232,,,44990,-116.7
2023-10-10T02:25:00.238,,,44840,-118.24
2023-10-10T02:25:00.244,,,45490,-115.79
2023-10-10T02:25:00.250,,,45190,-117.41
2023-10-10T02:25:00.255,,,44890,-117.86
2023-10-10T02:25:00.262,,,45040,-117.34
2023-10-10T02:25:00.266,,,45240,-118.1
2023-10-10T02:25:00.276,,,44690,-117.94
2023-10-10T02:25:00.278,,,45290,-117.79
2023-10-10T02:25:00.282,,,44790,-116.72
2023-10-10T02:25:00.288,,,44940,-118.27
2023-10-10T02:25:00.294,,,45540,-116.61
2023-10-10T02:25:00.301,,,45090,-116.07
2023-10-10T02:25:00.307,,,45340,-117.57
2023-10-10T02:25:00.313,,,44640,-117.52
2023-10-10T02:25:00.317,,,44740,-118.09
2023-10-10T02:25:00.322,,,45140,-117.45
2023-10-10T02:25:00.327,,,45390,-115.93
2023-10-10T02:25:00.335,,,44590,-117.19
2023-10-10T02:25:00.339,,,45440,-116
2023-10-10T02:25:00.345,,,44990,-116.88
2023-10-10T02:25:00.350,,,44840,-117.17
2023-10-10T02:25:00.355,,,45490,-116.32
2023-10-10T02:25:00.362,,,45190,-117.19
2023-10-10T02:25:00.367,,,44890,-117.82
2023-10-10T02:25:00.377,,,45040,-117.59
2023-10-10T02:25:00.380,,,45240,-117.91
2023-10-10T02:25:00.384,,,44690,-116.85
2023-10-10T02:25:00.391,,,45290,-116.48
2023-10-10T02:25:00.401,,,44790,-117.73
2023-10-10T02:25:00.402,,,44940,-116.74
2023-10-10T02:25:00.411,,,45540,-115.21
2023-10-10T02:25:00.415,,,45090,-117.89
2023-10-10T02:25:00.421,,,45340,-115.82
2023-10-10T02:25:00.425,,,44640,-117.18
2023-10-10T02:25:00.431,,,44740,-118.14
2023-10-10T02:25:00.436,,,45140,-117.13
2023-10-10T02:25:00.440,,,45390,-116.47
2023-10-10T02:25:00.446,,,44590,-116.41
2023-10-10T02:25:00.452,,,45440,-117.24
2023-10-10T02:25:00.456,,,44990,-117.36
2023-10-10T02:25:00.463,,,44840,-117.63
2023-10-10T02:25:00.467,,,45490,-117.72
2023-10-10T02:25:00.473,,,45190,-116.67
2023-10-10T02:25:00.479,,,44890,-118.58
2023-10-10T02:25:00.484,,,45040,-117.54
2023-10-10T02:25:00.490,,,45240,-116.33
2023-10-10T02:25:00.497,,,44690,-118.06
2023-10-10T02:25:00.502,,,45290,-117.86
2023-10-10T02:25:00.510,,,44790,-117.89
2023-10-10T02:25:00.511,,,44940,-117.16
2023-10-10T02:25:00.519,,,45540,-116.91
2023-10-10T02:25:00.523,,,45090,-116.51
2023-10-10T02:25:00.531,,,45340,-117.11
2023-10-10T02:25:00.535,,,44640,-118.01
2023-10-10T02:25:00.542,,,44740,-117.61
2023-10-10T02:25:00.546,,,45140,-116.25
2023-10-10T02:25:00.554,,,45390,-117.42
2023-10-10T02:25:00.558,,,44590,-117.37
2023-10-10T02:25:00.564,,,45440,-117.32
2023-10-10T02:25:00.573,,,44990,-117.26
2023-10-10T02:25:00.576,,,44840,-118.32
2023-10-10T02:25:00.581,,,45490,-116.58
2023-10-10T02:25:00.588,,,45190,-118.1
2023-10-10T02:25:00.593,,,44890,-117.69
2023-10-10T02:25:00.599,,,45040,-117.17
2023-10-10T02:25:00.604,,,45240,-117.81
2023-10-10T02:25:00.611,,,44690,-117.83
2023-10-10T02:25:00.615,,,45290,-117.52
2023-10-10T02:25:00.621,,,44790,-117.67
2023-10-10T02:25:00.627,,,44940,-117.54
2023-10-10T02:25:00.632,,,45540,-116.5
2023-10-10T02:25:00.637,,,45090,-117.31
2023-10-10T02:25:00.642,,,45340,-116.26
2023-10-10T02:25:00.649,,,44640,-118.02
2023-10-10T02:25:00.654,,,44740,-117.62
2023-10-10T02:25:00.659,,,45140,-117.37
2023-10-10T02:25:00.666,,,45390,-116.77
2023-10-10T02:25:00.670,,,44590,-117.62
2023-10-10T02:25:00.678,,,45440,-115.12
2023-10-10T02:25:00.686,,,44990,-117.63
2023-10-10T02:25:00.688,,,44840,-116.61
2023-10-10T02:25:00.692,,,45490,-116.94
2023-10-10T02:25:00.700,,,45190,-117.21
2023-10-10T02:25:00.705,,,44890,-117.12
2023-10-10T02:25:00.712,,,45040,-117.09
2023-10-10T02:25:00.715,,,45240,-117.49
2023-10-10T02:25:00.720,,,44690,-116.75
2023-10-10T02:25:00.729,,,45290,-118
2023-10-10T02:25:00.731,,,44790,-116.34
2023-10-10T02:25:00.740,,,44940,-117.51
2023-10-10T02:25:00.743,,,45540,-117.03
2023-10-10T02:25:00.751,,,45090,-118.17
2023-10-10T02:25:00.755,,,45340,-117.99
2023-10-10T02:25:00.761,,,44640,-116.17
2023-10-10T02:25:00.768,,,44740,-118.16
2023-10-10T02:25:00.771,,,45140,-117.57
2023-10-10T02:25:00.777,,,45390,-117.56
2023-10-10T02:25:00.783,,,44590,-116.3
2023-10-10T02:25:00.789,,,45440,-117.07
2023-10-10T02:25:00.794,,,44990,-117.98
2023-10-10T02:25:00.799,,,44840,-116.44
2023-10-10T02:25:00.807,,,45490,-115.72
2023-10-10T02:25:00.811,,,45190,-118.26
2023-10-10T02:25:00.816,,,44890,-116.54
2023-10-10T02:25:00.822,,,45040,-117.24
2023-10-10T02:25:00.827,,,45240,-117.64
2023-10-10T02:25:00.833,,,44690,-117.37
2023-10-10T02:25:00.841,,,45290,-117.66
2023-10-10T02:25:00.845,,,44790,-118.06
2023-10-10T02:25:00.851,,,44940,-117.4
2023-10-10T02:25:00.857,,,45540,-116.88
2023-10-10T02:25:00.864,,,45090,-117.54
2023-10-10T02:25:00.870,,,45340,-117.63
2023-10-10T02:25:00.874,,,44640,-116.79
2023-10-10T02:25:00.879,,,44740,-117.32
2023-10-10T02:25:00.883,,,45140,-118.08
2023-10-10T02:25:00.893,,,45390,-116.79
2023-10-10T02:25:00.897,,,44590,-117.38
2023-10-10T02:25:00.903,,,45440,-117.75
2023-10-10T02:25:00.907,,,44990,-116.72
2023-10-10T02:25:00.911,,,44840,-117.34
2023-10-10T02:25:00.917,,,45490,-116.3
2023-10-10T02:25:00.923,,,45190,-118.24
2023-10-10T02:25:00.927,,,44890,-116.36
2023-10-10T02:25:00.935,,,45040,-116.58
2023-10-10T02:25:00.942,,,45240,-118.13
2023-10-10T02:25:00.945,,,44690,-116.54
2023-10-10T02:25:00.951,,,45290,-117.55
2023-10-10T02:25:00.958,,,44790,-117.38
2023-10-10T02:25:00.963,,,44940,-117.09
2023-10-10T02:25:00.969,,,45540,-115.99
2023-10-10T02:25:00.975,,,45090,-117
2023-10-10T02:25:00.979,,,45340,-115.93
2023-10-10T02:25:00.985,,,44640,-116.92
2023-10-10T02:25:00.990,,,44740,-117.31
2023-10-10T02:25:00.996,,,45140,-118.16
2023-10-10T02:25:01.002,,,45390,-116.55
2023-10-10T02:25:01.007,,,44590,-118.25
2023-10-10T02:25:01.012,,,45440,-117.57
2023-10-10T02:25:01.019,,,44990,-118.08
2023-10-10T02:25:01.025,,,44840,-117.08
2023-10-10T02:25:01.029,,,45490,-116.14
2023-10-10T02:25:01.036,,,45190,-117.36
2023-10-10T02:25:01.040,,,44890,-116.48
2023-10-10T02:25:01.047,,,45040,-116.96
2023-10-10T02:25:01.052,,,45240,-117.48
2023-10-10T02:25:01.057,,,44690,-117.08
2023-10-10T02:25:01.063,,,45290,-117.54
2023-10-10T02:25:01.069,,,44790,-117.72
2023-10-10T02:25:01.074,,,44940,-117.25
2023-10-10T02:25:01.102,,,45540,-114.39
2023-10-10T02:25:01.105,,,45090,-117.86
2023-10-10T02:25:01.108,,,45340,-117.65
2023-10-10T02:25:01.112,,,44640,-118.3
2023-10-10T02:25:01.116,,,44740,-117.35
2023-10-10T02:25:01.117,,,45140,-118.08
2023-10-10T02:25:01.119,,,45390,-118.22
2023-10-10T02:25:01.122,,,44590,-118.06
2023-10-10T02:25:01.125,,,45440,-116.16
2023-10-10T02:25:01.131,,,44990,-117.36
2023-10-10T02:25:01.136,,,44840,-116.98
2023-10-10T02:25:01.143,,,45490,-117.39
2023-10-10T02:25:01.147,,,45190,-117.44
2023-10-10T02:25:01.154,,,44890,-116.17
2023-10-10T02:25:01.159,,,45040,-117
2023-10-10T02:25:01.164,,,45240,-117.57
2023-10-10T02:25:01.171,,,44690,-117.89
2023-10-10T02:25:01.179,,,45290,-117.34
2023-10-10T02:25:01.184,,,44790,-116.32
2023-10-10T02:25:01.188,,,44940,-117.01
2023-10-10T02:25:01.197,,,45540,-115.84
2023-10-10T02:25:01.199,,,45090,-117.22
2023-10-10T02:25:01.203,,,45340,-117.68
2023-10-10T02:25:01.209,,,44640,-118.03
2023-10-10T02:25:01.214,,,44740,-118.17
2023-10-10T02:25:01.219,,,45140,-116.56
2023-10-10T02:25:01.226,,,45390,-117.4
2023-10-10T02:25:01.231,,,44590,-116.97
2023-10-10T02:25:01.236,,,45440,-117.43
2023-10-10T02:25:01.243,,,44990,-117.95
2023-10-10T02:25:01.248,,,44840,-118.32
2023-10-10T02:25:01.257,,,45490,-115.33
2023-10-10T02:25:01.260,,,45190,-117.56
2023-10-10T02:25:01.266,,,44890,-117.6
2023-10-10T02:25:01.271,,,45040,-118.13
2023-10-10T02:25:01.278,,,45240,-117.7
2023-10-10T02:25:01.282,,,44690,-117.66
2023-10-10T02:25:01.289,,,45290,-118.17
2023-10-10T02:25:01.760,,,44790,-117.25
2023-10-10T02:25:01.766,,,44940,-117.2
2023-10-10T02:25:01.770,,,45540,-116.65
2023-10-10T02:25:01.781,,,45090,-116.79
2023-10-10T02:25:01.791,,,45340,-117.6
2023-10-10T02:25:01.792,,,44640,-116.16
2023-10-10T02:25:01.795,,,44740,-117.65
2023-10-10T02:25:01.797,,,45140,-117.18
2023-10-10T02:25:01.800,,,45390,-117.51
2023-10-10T02:25:01.801,,,44590,-117.83
2023-10-10T02:25:01.804,,,45440,-115.49
2023-10-10T02:25:01.807,,,44990,-117.34
2023-10-10T02:25:01.809,,,44840,-117.94
2023-10-10T02:25:01.811,,,45490,-117.22
2023-10-10T02:25:01.813,,,45190,-116.95
2023-10-10T02:25:01.814,,,44890,-116.36
2023-10-10T02:25:01.816,,,45040,-115.65
